league,t1,t2,top_t1,jung_t1,mid_t1,adc_t1,sup_t1,top_t2,jung_t2,mid_t2,adc_t2,sup_t2,total_kills
PRM,Austrian Force willhaben,Berlin International Gaming,Gnar,Jarvan IV,Viktor,Yunara,Alistar,Ambessa,Trundle,Orianna,Kai'Sa,Rakan,38
LIT,GMBLERS Esports,Zena Esports,Yorick,Dr. Mundo,Sylas,Sivir,Karma,Sion,Zed,Ziggs,Caitlyn,Neeko,31
LFL,Gentle Mates,Galions,K'Sante,Xin Zhao,Orianna,Ezreal,Karma,Ornn,Skarner,Ryze,Kai'Sa,Alistar,35
LIT,GMBLERS Esports,Zena Esports,Rumble,Maokai,Yone,Lucian,Bard,Ornn,Lillia,Tristana,Xayah,Milio,25
NACL,Conviction,Dorado Gaming,Sion,Trundle,Taliyah,Varus,Janna,Ambessa,Wukong,Syndra,Senna,Rakan,43
NACL,Vancouver Impact,Luminosity Gaming,Darius,Shyvana,Sylas,Varus,Rell,Sion,Maokai,Corki,Ezreal,Alistar,26
NACL,DarkZero Dragonsteel,Blue Otter,Rumble,Xin Zhao,Viktor,Sivir,Poppy,K'Sante,Wukong,Aurora,Yunara,Rell,23
NACL,Winthrop University,CCG Esports,Camille,Xin Zhao,Ahri,Varus,Rakan,Rumble,Jarvan IV,Orianna,Jhin,Alistar,45
NACL,Supernova,Citadel Gaming,Jax,Wukong,Azir,Sivir,Rell,Gragas,Maokai,Yone,Varus,Rakan,30
LCK,T1,Hanwha Life Esports,Gwen,Jarvan IV,Galio,Jhin,Bard,Ambessa,Wukong,Orianna,Lucian,Rakan,21
LCK,Hanwha Life Esports,T1,Aatrox,Maokai,Azir,Senna,Alistar,K'Sante,Trundle,Taliyah,Sivir,Neeko,40
LPL,ThunderTalk Gaming,LGD Gaming,Galio,Trundle,Aurora,Kai'Sa,Alistar,Rumble,Maokai,Yone,Jhin,Rakan,26
LPL,ThunderTalk Gaming,LGD Gaming,Poppy,Xin Zhao,Orianna,Miss Fortune,Nautilus,Ambessa,Wukong,Ryze,Caitlyn,Braum,35
LCK,BNK FEARX,DRX,Aatrox,Nocturne,Orianna,Varus,Rell,Rumble,Trundle,Ahri,Jhin,Alistar,44
LPL,LNG Esports,Ultra Prime,Rumble,Viego,Taliyah,Senna,Nautilus,Gwen,Wukong,Annie,Smolder,Braum,30
LCK,DRX,BNK FEARX,Renekton,Xin Zhao,Viktor,Senna,Nautilus,K'Sante,Vi,Ryze,Corki,Neeko,49
LCP,DetonatioN FocusMe,Chiefs Esports Club,Gwen,Wukong,Ahri,Lucian,Rakan,Rumble,Vi,Taliyah,Kai'Sa,Rell,23
LPL,Ultra Prime,LNG Esports,Gragas,Trundle,Viktor,Lucian,Nami,Renekton,Vi,Orianna,Xayah,Rakan,27
LCK,BNK FEARX,DRX,Gwen,Naafiri,Galio,Sivir,Leona,Ambessa,Jarvan IV,Aurora,Zeri,Lulu,26
LCP,Chiefs Esports Club,DetonatioN FocusMe,K'Sante,Xin Zhao,Galio,Corki,Neeko,Jax,Jarvan IV,Ryze,Sivir,Bard,24
LPL,LNG Esports,Ultra Prime,Nidalee,Skarner,Aurora,Corki,Rell,K'Sante,Xin Zhao,Twisted Fate,Kai'Sa,Alistar,32
LCP,DetonatioN FocusMe,Chiefs Esports Club,Ambessa,Trundle,Orianna,Senna,Blitzcrank,Camille,Ivern,Akali,Xayah,Leona,20
LPL,JD Gaming,Anyone's Legend,Gwen,Xin Zhao,Orianna,Senna,Nautilus,Rumble,Wukong,Taliyah,Sivir,Rakan,25
LCP,PSG Talon,CTBC Flying Oyster,Gwen,Skarner,Azir,Sivir,Alistar,Ambessa,Maokai,Yone,Ezreal,Braum,26
LPL,JD Gaming,Anyone's Legend,K'Sante,Pantheon,Ryze,Corki,Rell,Ornn,Trundle,Annie,Kai'Sa,Neeko,27
LCP,PSG Talon,CTBC Flying Oyster,Yorick,Trundle,Ryze,Yunara,Lulu,Renekton,Jarvan IV,Aurora,Kai'Sa,Neeko,24
LEC,Natus Vincere,Karmine Corp,Aatrox,Pantheon,Orianna,Yunara,Alistar,Sion,Wukong,Taliyah,Xayah,Rakan,22
LTA S,paiN Gaming,FURIA,Gwen,Xin Zhao,Ryze,Sivir,Neeko,Ambessa,Wukong,Zoe,Varus,Karma,11
LEC,Karmine Corp,Natus Vincere,K'Sante,Xin Zhao,Ryze,Ezreal,Nautilus,Cho'Gath,Jarvan IV,Yone,Kai'Sa,Neeko,25
LTA S,FURIA,paiN Gaming,Sion,Poppy,Azir,Kai'Sa,Alistar,Rumble,Jarvan IV,Ziggs,Miss Fortune,Rakan,23
LEC,Team Heretics,Fnatic,K'Sante,Nocturne,Taliyah,Yunara,Rell,Rumble,Wukong,Orianna,Kai'Sa,Alistar,25
LTA S,FURIA,paiN Gaming,Gangplank,Vi,Aurora,Senna,Nautilus,Jax,Skarner,Orianna,Lucian,Nami,33
LEC,Team Heretics,Fnatic,Camille,Sejuani,Ryze,Aphelios,Thresh,Ambessa,Pantheon,Annie,Lucian,Braum,29
LTA S,Fluxo W7M,Isurus,Ambessa,Wukong,Annie,Yunara,Nautilus,Sion,Xin Zhao,Azir,Xayah,Rakan,19
LEC,Fnatic,Team Heretics,Gragas,Trundle,Syndra,Ezreal,Neeko,Aatrox,Jax,Aurora,Xayah,Rakan,23
LTA S,Fluxo W7M,Isurus,Renekton,Pantheon,Ryze,Ashe,Seraphine,K'Sante,Poppy,Aurora,Lucian,Blitzcrank,29
LTA S,Isurus,Fluxo W7M,Yorick,Vi,Viktor,Sivir,Alistar,Jax,Sejuani,Sylas,Corki,Rell,22
LTA N,100 Thieves,FlyQuest,Gwen,Wukong,Azir,Jhin,Rakan,Rumble,Sejuani,Yone,Ezreal,Neeko,26
LTA N,100 Thieves,FlyQuest,Renekton,Vi,Aurora,Kai'Sa,Alistar,K'Sante,Xin Zhao,Taliyah,Corki,Bard,31
LTA N,LYON,Team Liquid,Renekton,Skarner,Azir,Varus,Rell,Gragas,Vi,Taliyah,Jhin,Alistar,25
LTA N,Team Liquid,LYON,Gwen,Wukong,Annie,Yunara,Renata Glasc,Ambessa,Trundle,Galio,Corki,Nautilus,35
LTA N,LYON,Team Liquid,Sion,Poppy,Aurora,Jinx,Leona,K'Sante,Xin Zhao,Ryze,Aphelios,Thresh,28
LCK,DN Freecs,OKSavingsBank BRION,Rumble,Trundle,Ryze,Corki,Rell,Aurora,Wukong,Cassiopeia,Varus,Poppy,21
LCK,DN Freecs,OKSavingsBank BRION,Sion,Xin Zhao,Azir,Senna,Nautilus,Cho'Gath,Maokai,Yone,Kai'Sa,Neeko,45
LCK,Nongshim RedForce,Gen.G,Rumble,Wukong,Galio,Ezreal,Leona,Gwen,Xin Zhao,Annie,Corki,Neeko,32
LPL,LNG Esports,EDward Gaming,Gwen,Trundle,Taliyah,Senna,Braum,Aurora,Wukong,Annie,Corki,Alistar,22
LCK,Nongshim RedForce,Gen.G,Ambessa,Skarner,Azir,Zeri,Shen,Yorick,Pantheon,Aurora,Sivir,Rell,27
LCP,MGN Vikings Esports,Fukuoka SoftBank HAWKS gaming,Ambessa,Zyra,Azir,Senna,Alistar,Yorick,Wukong,Taliyah,Corki,Rell,44
LPL,LNG Esports,EDward Gaming,Renekton,Pantheon,Orianna,Jhin,Rell,K'Sante,Xin Zhao,Viktor,Varus,Poppy,26
LCP,Fukuoka SoftBank HAWKS gaming,MGN Vikings Esports,Ornn,Pantheon,Viktor,Xayah,Rakan,K'Sante,Jarvan IV,Hwei,Lucian,Nautilus,35
LPL,Bilibili Gaming,Top Esports,Rumble,Trundle,Ziggs,Jhin,Nautilus,K'Sante,Nidalee,Azir,Varus,Leona,42
LCP,Team Secret Whales,GAM Esports,Ornn,Nocturne,Orianna,Kai'Sa,Poppy,Rumble,Trundle,Azir,Sivir,Alistar,18
LPL,Top Esports,Bilibili Gaming,Ambessa,Wukong,Annie,Corki,Rell,Sion,Xin Zhao,Aurora,Xayah,Rakan,37
LCP,GAM Esports,Team Secret Whales,K'Sante,Viego,Annie,Varus,Neeko,Renekton,Jarvan IV,Galio,Corki,Bard,32
LEC,Team BDS,SK Gaming,Aurora,Wukong,Sylas,Jinx,Rell,Rumble,Trundle,Azir,Corki,Nautilus,20
LTA S,Leviatan,Vivo Keyd Stars,Gwen,Trundle,Ryze,Senna,Nautilus,Jax,Wukong,Orianna,Corki,Rell,31
LTA S,Leviatan,Vivo Keyd Stars,Ambessa,Vi,Akali,Sivir,Neeko,Rumble,Xin Zhao,Sylas,Jhin,Alistar,36
LEC,SK Gaming,Team BDS,Ambessa,Pantheon,Ryze,Kai'Sa,Leona,Jayce,Sejuani,Viktor,Aphelios,Braum,44
LTA S,LOUD,RED Canids,Renekton,Xin Zhao,Orianna,Xayah,Rakan,Yorick,Wukong,Taliyah,Ezreal,Bard,22
LEC,GiantX,Karmine Corp,Gwen,Trundle,Orianna,Lucian,Alistar,Jax,Jarvan IV,Ryze,Ezreal,Neeko,35
LTA S,LOUD,RED Canids,Ambessa,Volibear,Aurora,Kai'Sa,Rell,Aatrox,Vi,Annie,Senna,Alistar,13
LEC,GiantX,Karmine Corp,Sion,Xin Zhao,Annie,Jinx,Rell,K'Sante,Pantheon,Aurora,Aphelios,Thresh,24
LTA S,RED Canids,LOUD,Galio,Pantheon,Sylas,Corki,Leona,Rumble,Jarvan IV,Yone,Jhin,Nautilus,29
LEC,Karmine Corp,GiantX,Galio,Skarner,Azir,Xayah,Rakan,Rumble,Vi,Sylas,Corki,Nautilus,20
LTA N,Dignitas,Cloud9,Gwen,Xin Zhao,Ryze,Xayah,Rakan,Ambessa,Vi,Orianna,Sivir,Neeko,24
LTA N,Cloud9,Dignitas,Rumble,Skarner,Taliyah,Lucian,Alistar,Kled,Wukong,Ahri,Yunara,Bard,32
LRS,Lechuga Gaming,WAP Esports,Corki,Pantheon,Vladimir,Kai'Sa,Nautilus,K'Sante,Xin Zhao,Azir,Sivir,Neeko,33
LTA N,Disguised,Shopify Rebellion,Rumble,Vi,Galio,Ezreal,Bard,Gwen,Trundle,Annie,Corki,Rell,27
LTA N,Shopify Rebellion,Disguised,Renekton,Xin Zhao,Taliyah,Kai'Sa,Nautilus,K'Sante,Skarner,Viktor,Yunara,Neeko,28
LTA N,Disguised,Shopify Rebellion,Yorick,Wukong,Hwei,Xayah,Rakan,Jax,Sejuani,Orianna,Lucian,Nami,17
LCKC,KT Rolster Challengers,Gen.G Global Academy,Gwen,Xin Zhao,Annie,Jhin,Neeko,Ambessa,Nocturne,Galio,Varus,Nautilus,26
LCKC,Gen.G Global Academy,KT Rolster Challengers,Rumble,Jarvan IV,Ahri,Jinx,Thresh,Ornn,Kindred,Taliyah,Yunara,Braum,19
LPL,Team WE,FunPlus Phoenix,Ornn,Trundle,Ryze,Kai'Sa,Alistar,Rumble,Vi,Ahri,Corki,Rell,37
LPL,Team WE,FunPlus Phoenix,Yorick,Skarner,Taliyah,Yunara,Nautilus,K'Sante,Xin Zhao,Aurora,Sivir,Sett,19
LCKC,Nongshim Esports Academy,OKSavingsBank BRION Challengers,Gwen,Xin Zhao,Azir,Jhin,Alistar,Ambessa,Wukong,Annie,Kai'Sa,Neeko,21
LCKC,OKSavingsBank BRION Challengers,Nongshim Esports Academy,K'Sante,Jarvan IV,Ryze,Aphelios,Lulu,Sion,Pantheon,Viktor,Lucian,Nami,21
LPL,FunPlus Phoenix,Team WE,Sion,Viego,Annie,Jhin,Bard,Aatrox,Maokai,Hwei,Caitlyn,Braum,19
LEC,SK Gaming,Fnatic,Gwen,Pantheon,Ryze,Kai'Sa,Nautilus,Rumble,Wukong,Orianna,Yunara,Braum,18
LEC,SK Gaming,Fnatic,K'Sante,Xin Zhao,Taliyah,Lucian,Rakan,Jayce,Maokai,Yone,Ezreal,Bard,20
LEC,GiantX,Team Vitality,Ambessa,Sejuani,Azir,Corki,Rell,K'Sante,Maokai,Ziggs,Lucian,Braum,26
LEC,Team Vitality,GiantX,Ornn,Trundle,Viktor,Jhin,Bard,Rumble,Wukong,Orianna,Sivir,Rakan,17
CD,Flamengo MDL,Vivo Keyd Stars Academy,Jax,Wukong,Orianna,Jhin,Bard,Gwen,Trundle,Taliyah,Ezreal,Rell,42
CD,Corinthians Esports,e-Champ Gaming,Jax,Wukong,Orianna,Ezreal,Bard,Gwen,Jarvan IV,Galio,Varus,Neeko,22
CD,Alpha7 Esports,KaBuM! Ilha das Lendas,Gwen,Ivern,Yone,Jhin,Rell,Jax,Sejuani,Azir,Corki,Neeko,25
CD,Los Grandes,Rise Gaming,Rumble,Trundle,Sylas,Yunara,Alistar,Yorick,Xin Zhao,Cassiopeia,Kai'Sa,Rakan,21
CD,Stellae Gaming,RED Academy,Renekton,Ivern,Taliyah,Corki,Rakan,Rumble,Trundle,Yone,Ezreal,Rell,31
LCKC,DN Freecs Challengers,Hanwha Life Esports Challengers,Rumble,Jarvan IV,Azir,Jhin,Poppy,Sion,Wukong,Annie,Kai'Sa,Alistar,22
LCKC,Hanwha Life Esports Challengers,DN Freecs Challengers,Ambessa,Lee Sin,Taliyah,Xayah,Rakan,Renekton,Xin Zhao,Ahri,Sivir,Bard,27
LPL,Ninjas in Pyjamas,ThunderTalk Gaming,Ambessa,Vi,Taliyah,Yunara,Rell,Renekton,Nocturne,Aurora,Xayah,Rakan,33
LCKC,DN Freecs Challengers,Hanwha Life Esports Challengers,Jayce,Sejuani,Ryze,Ezreal,Nautilus,Yorick,Trundle,Orianna,Yunara,Leona,26
LPL,Ninjas in Pyjamas,ThunderTalk Gaming,Aatrox,Pantheon,Akali,Senna,Nautilus,Sion,Xin Zhao,Orianna,Lucian,Braum,45
LCKC,DRX Challengers,T1 Esports Academy,K'Sante,Wukong,Aurora,Yunara,Rakan,Ambessa,Vi,Ryze,Miss Fortune,Poppy,45
LPL,ThunderTalk Gaming,Ninjas in Pyjamas,Gnar,Sejuani,Yone,Kai'Sa,Alistar,K'Sante,Lee Sin,Ryze,Smolder,Renata Glasc,15
LCKC,DRX Challengers,T1 Esports Academy,Cho'Gath,Pantheon,Viktor,Sivir,Nautilus,Sion,Trundle,Orianna,Corki,Rell,40
LPL,Top Esports,Anyone's Legend,Gwen,Skarner,Azir,Xayah,Rakan,Rumble,Pantheon,Annie,Yunara,Rell,34
LPL,Anyone's Legend,Top Esports,Sion,Wukong,Orianna,Kai'Sa,Nautilus,Cho'Gath,Xin Zhao,Viktor,Sivir,Alistar,32
LPL,Top Esports,Anyone's Legend,Aatrox,Jarvan IV,Aurora,Lucian,Braum,Yorick,Maokai,Ryze,Ezreal,Karma,29
HM,Team UNiTY,EXILE esports,Gwen,Nocturne,Orianna,Zeri,Alistar,Rumble,Trundle,Galio,Corki,Braum,31
HM,EXILE esports,Team UNiTY,Ambessa,Xin Zhao,Viktor,Varus,Leona,Sion,Lee Sin,Annie,Jhin,Rell,49
LVP SL,LUA Gaming,Veni Vidi Vici,Ornn,Jarvan IV,Azir,Lucian,Bard,Aurora,Xin Zhao,Orianna,Ezreal,Rell,51
PRM,Kaufland Hangry Knights,Eintracht Spandau,Poppy,Vi,Taliyah,Yunara,Rakan,Ambessa,Sejuani,Azir,Kai'Sa,Nautilus,36
HM,GLORE,BRUTE,Galio,Lillia,Jayce,Yunara,Leona,Rumble,Sejuani,Yasuo,Jinx,Karma,29
LVP SL,Ramboot Club,Movistar KOI Fénix,Rumble,Skarner,Aurora,Corki,Rell,Galio,Wukong,Ahri,Lucian,Rakan,23
PRM,Eintracht Spandau,Kaufland Hangry Knights,Aatrox,Trundle,Syndra,Zeri,Bard,Sion,Lillia,Galio,Sivir,Rell,33
HM,GLORE,BRUTE,Olaf,Jarvan IV,Hwei,Varus,Rakan,Sion,Skarner,Taliyah,Sivir,Braum,46
LVP SL,Los Heretics,UCAM Esports,Aurora,Xin Zhao,Azir,Jhin,Nautilus,Rumble,Wukong,Syndra,Ezreal,Leona,30
LRS,Golden Lions,Farenvehn,Sion,Taliyah,Trundle,Yunara,Braum,Rumble,Jarvan IV,Hwei,Sivir,Bard,41
LVP SL,GIANTX Pride,Barça eSports,Ambessa,Wukong,Taliyah,Yunara,Rakan,Gnar,Vi,Ahri,Kai'Sa,Neeko,29
CD,KaBuM! Ilha das Lendas,e-Champ Gaming,Gwen,Jarvan IV,Azir,Sivir,Poppy,Jax,Sejuani,Yone,Ziggs,Leona,28
CD,Alpha7 Esports,Flamengo MDL,Yorick,Wukong,Galio,Ezreal,Rell,Sion,Nocturne,Orianna,Kai'Sa,Alistar,44
CD,Vivo Keyd Stars Academy,Los Grandes,Yorick,Jarvan IV,Aurora,Kai'Sa,Neeko,Sion,Trundle,Sylas,Yunara,Rell,20
CD,Corinthians Esports,RED Academy,Rumble,Maokai,Yone,Xayah,Rakan,Ambessa,Trundle,Viktor,Lucian,Braum,29
LRS,Malvinas Gaming,Maze Gaming,Renekton,Darius,Syndra,Akshan,Bard,Jayce,Vi,Taliyah,Varus,Rell,28
LRS,Seven Dark,Sicar Esports,Vayne,Lillia,Irelia,Yunara,Rell,Teemo,Wukong,Renekton,Aphelios,Thresh,43
LCKC,OKSavingsBank BRION Challengers,Dplus KIA Challengers,Ambessa,Wukong,Annie,Nautilus,Kai'Sa,Rumble,Trundle,Ryze,Yunara,Rell,48
LCKC,BNK FEARX Youth,KT Rolster Challengers,Rumble,Jax,Azir,Jhin,Bard,Gwen,Xin Zhao,Taliyah,Corki,Neeko,48
LCK,Hanwha Life Esports,Nongshim RedForce,Rumble,Wukong,Orianna,Xayah,Rakan,Gwen,Xin Zhao,Annie,Yunara,Lulu,32
LCK,Nongshim RedForce,Hanwha Life Esports,Jayce,Nocturne,Ryze,Sivir,Shen,K'Sante,Jarvan IV,Taliyah,Kai'Sa,Neeko,35
LPL,Bilibili Gaming,JD Gaming,Ornn,Trundle,Galio,Corki,Rell,Rumble,Wukong,Taliyah,Yunara,Renata Glasc,24
LPL,Bilibili Gaming,JD Gaming,Renekton,Sejuani,Azir,Kai'Sa,Neeko,K'Sante,Skarner,Ziggs,Xayah,Rakan,24
LCK,OKSavingsBank BRION,BNK FEARX,Ornn,Trundle,Azir,Lucian,Braum,Rumble,Wukong,Taliyah,Yunara,Rakan,23
LPL,JD Gaming,Bilibili Gaming,Ambessa,Vi,Aurora,Aphelios,Alistar,Yorick,Xin Zhao,Orianna,Lucian,Braum,31
LCK,OKSavingsBank BRION,BNK FEARX,Jax,Maokai,Yone,Varus,Neeko,Ambessa,Xin Zhao,Orianna,Jhin,Bard,36
LPL,Invictus Gaming,Anyone's Legend,Ornn,Pantheon,Orianna,Yunara,Rell,Sion,Wukong,Taliyah,Kai'Sa,Nautilus,43
LPL,Anyone's Legend,Invictus Gaming,Ambessa,Skarner,Aurora,Lucian,Braum,Rumble,Jarvan IV,Annie,Senna,Alistar,43
LVP SL,Ramboot Club,Los Heretics,Sion,Wukong,Aurora,Kai'Sa,Neeko,Aatrox,Xin Zhao,Syndra,Ezreal,Nautilus,42
PRM,E WIE EINFACH E-SPORTS,Eintracht Frankfurt,Renekton,Pantheon,Ryze,Lucian,Braum,Ornn,Jarvan IV,Orianna,Ezreal,Rakan,34
LFL,Galions,BK ROG Esports,K'Sante,Trundle,Ryze,Ashe,Rell,Gnar,Wukong,Orianna,Yunara,Pyke,25
LVP SL,Ramboot Club,Los Heretics,Nidalee,Sejuani,Azir,Lucian,Braum,K'Sante,Maokai,Yone,Varus,Bard,30
NLC,DMG Esports,Ruddy Esports,Rumble,Xin Zhao,Hwei,Varus,Rell,Kai'Sa,Nocturne,Orianna,Ezreal,Bard,26
PRM,E WIE EINFACH E-SPORTS,Eintracht Frankfurt,Sion,Kindred,Syndra,Yunara,Neeko,Gwen,Trundle,Viktor,Caitlyn,Bard,25
LFL,BK ROG Esports,Galions,Aatrox,Pantheon,Syndra,Corki,Rakan,Ornn,Xin Zhao,Aurora,Lucian,Renata Glasc,28
NLC,DMG Esports,Ruddy Esports,Ambessa,Jarvan IV,Azir,Corki,Nami,Riven,Dr. Mundo,Karma,Kog'Maw,Janna,31
LVP SL,GIANTX Pride,Veni Vidi Vici,Gwen,Nocturne,Orianna,Aphelios,Rakan,Aurora,Xin Zhao,Taliyah,Ezreal,Nautilus,30
PRM,Eintracht Frankfurt,E WIE EINFACH E-SPORTS,K'Sante,Wukong,Azir,Sivir,Alistar,Cho'Gath,Xin Zhao,Sylas,Varus,Pyke,41
LFL,Joblife,Ici Japon Corp. Esport,K'Sante,Xin Zhao,Orianna,Ezreal,Nautilus,Rumble,Wukong,Viktor,Kai'Sa,Rell,21
LVP SL,GIANTX Pride,Veni Vidi Vici,Ambessa,Wukong,Ryze,Kai'Sa,Rell,Renekton,Trundle,Viktor,Smolder,Alistar,36
NLC,DMG Esports,Ruddy Esports,Volibear,Vi,Taliyah,Aphelios,Alistar,Renekton,Shaco,Syndra,Jhin,Poppy,51
LFL,Joblife,Ici Japon Corp. Esport,Sion,Nocturne,Taliyah,Xayah,Rakan,Aatrox,Trundle,Annie,Corki,Bard,34
LFL,Ici Japon Corp. Esport,Joblife,Jayce,Skarner,Akali,Varus,Leona,Ornn,Vi,Aurora,Sivir,Alistar,38
NACL,Blue Otter,Dorado Gaming,Rumble,Xin Zhao,Taliyah,Corki,Rakan,Aurora,Jarvan IV,Ziggs,Kai'Sa,Alistar,36
NACL,DarkZero Dragonsteel,Citadel Gaming,Rumble,Trundle,Orianna,Smolder,Nautilus,Ambessa,Maokai,Ezreal,Lucian,Alistar,23
NACL,Conviction,CCG Esports,Gwen,Pantheon,Taliyah,Vayne,Braum,K'Sante,Trundle,Syndra,Kai'Sa,Neeko,33
NACL,Supernova,Vancouver Impact,Gwen,Trundle,Ryze,Varus,Alistar,Sett,Wukong,Orianna,Senna,Rakan,31
NACL,Winthrop University,Luminosity Gaming,Gnar,Wukong,Galio,Lucian,Milio,Sion,Vi,Ahri,Kai'Sa,Neeko,33
LCKC,DN Freecs Challengers,Nongshim Esports Academy,Ornn,Jarvan IV,Azir,Jhin,Bard,Rumble,Wukong,Annie,Varus,Rakan,26
LCKC,Gen.G Global Academy,T1 Esports Academy,Renekton,Pantheon,Taliyah,Corki,Rell,K'Sante,Skarner,Azir,Miss Fortune,Alistar,21
LCKC,Gen.G Global Academy,T1 Esports Academy,Sion,Naafiri,Orianna,Varus,Rakan,Aatrox,Vi,Ryze,Jhin,Pyke,41
LCKC,DN Freecs Challengers,Nongshim Esports Academy,Ambessa,Pantheon,Orianna,Kai'Sa,Alistar,Renekton,Xin Zhao,Ryze,Yunara,Nautilus,34
LCKC,T1 Esports Academy,Gen.G Global Academy,Rumble,Wukong,Galio,Zeri,Lulu,Ornn,Xin Zhao,Ambessa,Ziggs,Poppy,45
LCK,DRX,DN Freecs,Gwen,Wukong,Aurora,Xayah,Nautilus,Rumble,Vi,Annie,Yunara,Rell,31
LCK,DRX,DN Freecs,Aatrox,Xin Zhao,Taliyah,Jhin,Alistar,Sion,Skarner,Azir,Senna,Bard,26
LPL,LNG Esports,LGD Gaming,Rumble,Pantheon,Sylas,Kai'Sa,Alistar,Ambessa,Maokai,Yone,Xayah,Rell,37
LCK,DN Freecs,DRX,Gragas,Jarvan IV,Galio,Kai'Sa,Neeko,Renekton,Nocturne,Sylas,Sivir,Lulu,22
LPL,LGD Gaming,LNG Esports,Yorick,Xin Zhao,Azir,Sivir,Leona,Renekton,Wukong,Taliyah,Jinx,Nautilus,39
LPL,ThunderTalk Gaming,Ninjas in Pyjamas,Ornn,Vi,Annie,Yunara,Lulu,Sion,Wukong,Taliyah,Sivir,Alistar,32
LCK,Gen.G,T1,Gwen,Wukong,Annie,Sivir,Rell,Aurora,Trundle,Ryze,Jhin,Bard,21
LCK,Gen.G,T1,Ambessa,Xin Zhao,Galio,Yunara,Rakan,Rumble,Jarvan IV,Orianna,Lucian,Nami,32
LPL,Ninjas in Pyjamas,ThunderTalk Gaming,K'Sante,Xin Zhao,Viktor,Varus,Nautilus,Ambessa,Jarvan IV,Ahri,Xayah,Rakan,35
LCK,T1,Gen.G,Jax,Nocturne,Sylas,Xayah,Neeko,Yorick,Vi,Corki,Ziggs,Nautilus,28
LPL,ThunderTalk Gaming,Ninjas in Pyjamas,Aurora,Nocturne,Orianna,Corki,Neeko,Gwen,Trundle,Ryze,Kai'Sa,Blitzcrank,34
TCL,Bushido Wildcats,Beşiktaş Esports,Gwen,Xin Zhao,Azir,Xayah,Nautilus,Rumble,Vi,Ahri,Jinx,Thresh,30
TCL,BBL Dark Passage,BoostGate Esports,Rumble,Xin Zhao,Taliyah,Jhin,Bard,Ambessa,Zed,Azir,Corki,Neeko,45
LVP SL,UCAM Esports,LUA Gaming,Gnar,Maokai,Azir,Corki,Rell,Sion,Trundle,Syndra,Jhin,Alistar,27
LIT,AVE Axolotl,EKO Esports,Sion,Lillia,Ryze,Varus,Neeko,Ambessa,Trundle,Galio,Sivir,Nautilus,33
NLC,Los Ratones,NORD Esports,Sion,Wukong,Syndra,Sivir,Lulu,Renekton,Trundle,Aurora,Zeri,Rakan,25
LFL,Solary,Ici Japon Corp. Esport,Rumble,Xin Zhao,Orianna,Lucian,Braum,Galio,Wukong,Azir,Yunara,Rakan,22
LFL,Vitality.Bee,Team BDS Academy,K'Sante,Skarner,Azir,Yunara,Nautilus,Aurora,Xin Zhao,Taliyah,Aphelios,Braum,27
LVP SL,LUA Gaming,UCAM Esports,Ornn,Xin Zhao,Taliyah,Ezreal,Rakan,Renekton,Sejuani,Yone,Varus,Leona,40
TCL,Papara SuperMassive,The Forbidden Five,Sion,Trundle,Orianna,Sivir,Alistar,Cho'Gath,Wukong,Aurora,Xayah,Rakan,27
NLC,NORD Esports,Los Ratones,Cho'Gath,Xin Zhao,Taliyah,Xayah,Alistar,Jax,Viego,Ahri,Kai'Sa,Janna,20
LFL,Solary,Ici Japon Corp. Esport,Sion,Trundle,Viktor,Miss Fortune,Nautilus,Aatrox,Maokai,Corki,Kai'Sa,Leona,26
LFL,Vitality.Bee,Team BDS Academy,Aatrox,Wukong,Orianna,Senna,Rell,Renekton,Trundle,Viktor,Jhin,Alistar,15
LVP SL,UCAM Esports,LUA Gaming,Gragas,Nocturne,Ahri,Sivir,Nautilus,Jax,Viego,Aurora,Ashe,Renata Glasc,22
TCL,ULF Esports,Misa Esports,Ambessa,Trundle,Galio,Jhin,Karma,Rumble,Wukong,Aurora,Sivir,Neeko,38
LFL,Team BDS Academy,Vitality.Bee,Rumble,Vi,Smolder,Corki,Rakan,Ambessa,Jarvan IV,Galio,Lucian,Bard,30
NLC,Los Ratones,NORD Esports,Gragas,Pantheon,Zilean,Kog'Maw,Braum,K'Sante,Jarvan IV,Ziggs,Smolder,Rell,37
LFL,Karmine Corp Blue,Gentle Mates,Gwen,Trundle,Azir,Senna,Alistar,Aurora,Wukong,Taliyah,Jhin,Bard,25
LIT,EKO Esports,AVE Axolotl,Gwen,Skarner,Orianna,Xayah,Seraphine,Renekton,Nocturne,Viktor,Ezreal,Rakan,27
LVP SL,Movistar KOI Fénix,Barça eSports,Jax,Kindred,Azir,Sivir,Alistar,Ornn,Trundle,Taliyah,Yunara,Rakan,38
LFL,Galions,GameWard,Gwen,Pantheon,Ryze,Miss Fortune,Bard,Gragas,Xin Zhao,Taliyah,Yunara,Lulu,20
LIT,AVE Axolotl,EKO Esports,Aatrox,Jarvan IV,Corki,Ziggs,Poppy,K'Sante,Viego,Hwei,Yunara,Rell,32
NLC,Rich Gang,Verdant,K'Sante,Wukong,Taliyah,Yunara,Leona,Rumble,Xin Zhao,Orianna,Sivir,Poppy,40
LFL,Gentle Mates,Karmine Corp Blue,Rumble,Xin Zhao,Galio,Yunara,Rell,K'Sante,Nocturne,Orianna,Kai'Sa,Rakan,32
